date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST,profit
2021/12/1,sh.600221,1.95,2.02,1.93,2.02,172088914,340683694.7,3,1.047,1,5.2083,-0.655141,-0.944554,0.922187,39.583881,1,-746.8257235
2021/12/1,sh.600459,26.28,27.66,25.9,27.54,20628126,556985183.6,3,3.6252,1,4.3973,41.541081,4.27133,0.421933,-79.804856,0,-744.3996703
2021/12/1,sh.603157,2.41,2.46,2.35,2.4,4881100,11746043,3,1.4675,1,-1.2346,-0.989549,-1.466191,2.55299,214.387855,1,-738.0932326
2021/12/1,sh.600379,16.49,17.68,15.93,17.31,28676830,484045750.1,3,8.6846,1,5.8068,117.750965,9.658656,5.171627,26.72692,0,-737.2560754
2021/12/1,sh.688095,159.02,160.61,156.89,158.51,372100,58977209.69,3,1.284,1,-0.9313,121.190895,2.582431,14.506916,-206.125595,0,-735.8804922
2021/12/1,sh.688103,81.92,81.92,76.5,77.69,667377,52133202.81,3,3.4317,1,-3.9441,105.972894,8.453016,15.307245,29.25936,0,-735.8393898
2021/12/1,sh.600105,5.67,6.16,5.66,6.02,87023324,521727952.4,3,6.302,1,5.4291,-31.248428,2.962892,2.153823,19.042863,0,-721.7709247
2021/12/1,sh.601155,30.87,32.36,30.81,31.37,9855887,311324849.8,3,0.4372,1,0.8682,4.323033,1.35611,0.384348,-6.143559,0,-713.7681579
2021/12/1,sh.601717,12.66,12.77,12.33,12.5,30032450,375052383,3,2.0166,1,-1.3418,13.837279,1.549892,0.758314,-16.555808,0,-710.3728255
2021/12/1,sh.600702,231.88,237.3,229.2,237.2,8933405,2088187710,3,2.7106,1,3.5808,63.525962,17.43613,17.322307,268.586983,0,-697.1135573
2021/12/1,sh.603659,183.06,185,176.8,177.85,6694626,1199800338,3,0.9669,1,-2.2802,83.267359,12.394125,15.008444,43.335056,0,-696.3104964
2021/12/1,sh.600753,19.8,21.09,19.6,19.92,20143074,407768844.9,3,9.3671,1,-2.0167,289.457884,14.192135,2.5625,38.362494,0,-695.8476327
2021/12/1,sh.600746,14.58,15.14,14.52,15.02,15930561,236676110.4,3,3.7558,1,1.8996,7.532411,2.97446,2.459834,20.889078,0,-692.4904522
2021/12/1,sh.603486,163.9,164.61,160.6,162.78,2854375,462342689.9,3,0.5084,1,-0.7015,54.085458,22.049565,8.213991,104.541663,0,-687.0550948
2021/12/1,sh.603988,18.25,18.56,18.05,18.55,3706300,67908162,3,1.5758,1,1.9231,452.916077,7.754436,5.46044,90.97083,0,-682.435344
2021/12/1,sh.600691,5.2,5.69,5.12,5.6,173321073,952433986.2,3,9.868,1,7.4856,10.472543,2.226469,0.720444,274.954401,0,-678.5060983
2021/12/1,sh.600093,2.9,3.02,2.85,3.02,50913882,150228313.2,3,4.536,1,4.8611,-0.280257,-0.875264,0.811847,447.234389,1,-678.4589121
2021/12/1,sh.603330,20.79,20.99,19.6,19.88,10191790,204648182.7,3,4.2871,1,-3.4951,44.241201,4.440397,4.800663,159.136238,0,-675.857223
2021/12/1,sh.605008,16.2,16.43,15.94,16.35,2273960,36764649.2,3,1.1208,1,0.9883,34.410852,5.832836,6.1053,-57.757675,0,-672.581128
2021/12/1,sh.600306,19.38,19.38,18.6,19.15,652433,12451935.04,3,0.3676,1,2.2424,-36.652326,-13.60456,21.776512,253.099056,1,-658.4925934
2021/12/1,sh.600089,22.53,22.7,22.06,22.53,92152028,2055640194,3,2.434,1,-1.5727,13.933148,2.237961,1.585338,-595.318156,0,-651.6750622
2021/12/1,sh.603288,112.29,114,112.25,113.68,3516049,398562134,3,0.0835,1,1.2289,73.23424,22.337753,20.206037,-457.194661,0,-650.1110038
2021/12/1,sh.603538,37.11,38.01,36.51,36.6,3131900,115837428,3,2.0939,1,-1.7713,33.864277,3.239645,4.705642,1112.139687,0,-644.9480922
2021/12/1,sh.600406,41.15,41.75,40.27,41.22,42297168,1731860616,3,0.7674,1,-0.4588,41.593103,6.429935,5.490004,81.128226,0,-644.1883543
2021/12/1,sh.600882,59.6,62.96,59.6,61.96,12702893,784661722,3,3.1035,1,5.9689,213.560555,6.799883,7.772849,17.547436,0,-636.0018104
2021/12/1,sh.600918,10.5,10.8,10.5,10.57,82324000,876974511.5,3,3.1553,1,1.6346,26.544306,2.095694,6.22828,5.211702,0,-632.4551996
2021/12/1,sh.603530,20.12,20.37,19.85,20.32,3467238,70004462.78,3,8.6585,1,0.994,89.22911,5.674232,12.614819,58.028488,0,-632.1082891
2021/12/1,sh.600490,6.05,6.08,5.85,5.9,55854017,330477615.1,3,2.803,1,-1.6667,26.886184,2.039123,1.33122,-44.237259,0,-623.7124668
2021/12/1,sh.601882,26.56,26.96,26.21,26.31,4281325,113267924.2,3,0.8202,1,-0.904,44.09254,8.931706,5.419167,249.271387,0,-614.4053031
2021/12/1,sh.603758,9,9.5,8.95,9.17,8564669,78643730.74,3,1.9519,1,1.326,33.082165,1.503211,2.910413,18.936948,0,-612.3239885
2021/12/1,sh.600067,4.24,4.57,4.15,4.39,84030921,365733703.4,3,5.6317,1,4.2755,-119.822834,0.82273,0.675891,-51.966822,0,-609.5304319
